URL                                                                                                                         , Product title                                                                   , Product description                                                             , Need/preference, Alternate product recommendation, Flavour                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , Sizes                    , Breed sizes                             , Lifestage             , Food form, Key benefits                                           , Recommended for                                                                                                                                                                  , Not recommended for                                                                                                                                                                  , Ingredients                                                                                                                   , Helpful tips                                                                                                               , Nutrition and caloric content
https://www.hillspet.co.uk/dog-food/pd-canine-kd-early-stage-dry                                                            , k/d Early Stage Dog Food                                                        , k/d Early Stage Dog Food                                                        ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , "1.5kg, 12kg"            , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-gastrointestinal-biome-canine-dry                                                    , Gastrointestinal Biome Dry Dog Food with Chicken Bag                            , Gastrointestinal Biome Dry Dog Food with Chicken Bag                            ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 10kg"            ,                                         , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-metabolic-canine-vegetable-and-chicken-stew-canned                                   , Metabolic Stew for Dog with Chicken & Vegetables                                , Metabolic Stew for Dog with Chicken & Vegetables                                ,                ,                                 , with Chicken & Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , 354g                     , "Large Breed, Medium Breed, Small Breed", "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-id-canine-chicken-and-vegetable-stew-canned                                          , i/d Digestive Care Dog Food                                                     , i/d Digestive Care Dog Food                                                     ,                ,                                 , with Chicken & Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "156g, 354g"             , "Large Breed, Medium Breed, Small Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-kd-canine-chicken-and-vegetable-stew-canned                                          , k/d Stew for Dogs                                                               , k/d Stew for Dogs                                                               ,                ,                                 , with Chicken & added Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 354g                     , "Medium Breed, Large Breed, Small Breed", "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-7-plus-light-medium-with-chicken-dry                       , Light Mature Adult Medium Dry Dog Food with Chicken Bag                         , Light Mature Adult Medium Dry Dog Food with Chicken Bag                         ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 14kg                     , Medium Breed                            , Senior                , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, "Mature Adult dogs 7+ years of age that require fewer calories (i.e. dogs that are less active, neutered or otherwise prone to weight gain)."                                    , "Puppies, or adult dogs ( < 7 years of age). Pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHill's Science PlanPuppy food."                        , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-id-canine-stress-rice-vegetable-and-chicken-stew-canned                              , i/d Stress Mini Stew for Dogs                                                   , i/d Stress Mini Stew for Dogs                                                   ,                ,                                 , flavoured with Chicken & Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , 156g                     , "Small Breed, Medium Breed"             , "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-dd-duck-canned                                              , d/d Food Sensitivities Wet Dog Food Duck Can                                    , d/d Food Sensitivities Wet Dog Food Duck Can                                    ,                ,                                 , Duck                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , 370g                     , "Small Breed, Medium Breed, Large Breed", "Adult, Senior"       , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-adult-sensitive-stomach-and-skin-with-chicken-dry                             , Sensitive Stomach & Skin Adult Medium Breed Dry Dog Food with Chicken           , Sensitive Stomach & Skin Adult Medium Breed Dry Dog Food with Chicken           ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "2.5kg, 14kg"            , "Medium Breed, Large Breed"             , "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, "Adult dogs 1+ years of age, including those with a sensitive stomach and skin."                                                                                                 ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/ve-canine-vetessentials-puppy-large-breed-dry                                           , Multi-Benefit Puppy Large Breed Dry Food                                        , Multi-Benefit Puppy Large Breed Dry Food                                        ,                ,                                 , "Additional Info:At Hill's, we study pets' biology to understand how nutrition impacts their health.EachHill's VET ESSENTIALSMULTI-BENEFITnutrition is uniquely formulated to proactively help support your pet's healthy future and is available exclusively from your veterinarian. High quality nutrition, along with regular exercise and veterinary check-ups, maximizes your pet's potential for a happy, healthy future.Made in Europe with global ingredients you can trust.Not Artificially Preserved. No Synthetic Colours. No Artificial s.We manufacture our pet foods with the highest quality ingredients. These ingredients must meet our strict requirements for purity and nutrient content.You can make a difference in the lives of shelter pets. We are proud to have helped 12 Million shelter pets worldwide to find their forever home - and counting. Learn more atwww.hillspet.co.uk/shelter-program.100% Satisfaction Guarantee We're confident your pet will enjoyHill's VET ESSENTIALSfoods. We're so confident that we offer a 100% money-back guarantee.*"           , "700g, 7kg, 14kg"        , Large Breed                             , Puppy                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Puppies up to 18 months old.                                                                                                                                                     , "Puppies of mini, small, or medium breeds (under 25 kg when adult)."                                                                                                                 , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-id-low-fat-canine-rice-vegetable-and-chicken-stew-canned                             , i/d Low Fat Digestive Care Dog Food                                             , i/d Low Fat Digestive Care Dog Food                                             ,                ,                                 , with Chicken & Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , "156g, 354g"             , "Small Breed, Medium Breed, Large Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-cd-multicare-canine-chicken-and-vegetable-canned                                     , c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can, c/d Multicare Urinary Care Stew for Dog Food with Chicken & added Vegetables Can,                ,                                 , with Chicken & Vegetables                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , 354g                     ,                                         , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-metabolic-small-breed-dry                                   , Metabolic Mini Dog Food                                                         , Metabolic Mini Dog Food                                                         ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1kg, 3kg, 6kg, 9kg"     , "Small Breed, Medium Breed"             , "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-small-and-miniature-lamb-rice-dry                          , Adult Small & Mini Breed Dry Dog Food with Lamb & Rice                          , Adult Small & Mini Breed Dry Dog Food with Lamb & Rice                          ,                ,                                 , with Lamb & Rice                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , "1.5kg, 6kg"             , Small Breed                             , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Adult dogs 1 - 6 years of age that weigh up to 10 kg when full grown.                                                                                                            , "Puppies, or mature adult dogs ( > 6 years of age). Pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHill's Science PlanPuppy Small & Mini dog food.", Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-zd-mini-original-canned                                     , z/d Food Sensitivities Dog Wet Food Original Can                                , z/d Food Sensitivities Dog Wet Food Original Can                                ,                ,                                 , Original                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , 370g                     , "Large Breed, Medium Breed, Small Breed", Adult                 , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-adult-healthy-mobility-large-with-chicken-dry                    , Healthy Mobility Adult Large Breed Adult Dry Dog Food with Chicken              , Healthy Mobility Adult Large Breed Adult Dry Dog Food with Chicken              ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 14kg                     , Large Breed                             , "Adult, Senior"       , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Adult dogs 1+ years of age.                                                                                                                                                      , "Puppies, pregnant or nursing dogs. During pregnancy or nursing, dogs should be switched toHILL'S SCIENCE PLANPuppy food."                                                           , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/sp-canine-science-plan-mature-adult-7-plus-medium-savoury-chicken-canned                , Mature Adult Wet Dog Food with Chicken                                          , Mature Adult Wet Dog Food with Chicken                                          ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , 370g                     , "Small Breed, Medium Breed, Large Breed", Senior                , Wet Food , Prescription Diet; Science Plan; Vet Essentials; Treats, Mature Adult dogs 7+ years of age.                                                                                                                                               , "Puppies, or adult dogs Under the age of 7."                                                                                                                                         , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-prescription-diet-metabolic-original-dry                                      , Metabolic Dry Dog Food with Chicken                                             , Metabolic Dry Dog Food with Chicken                                             ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 4kg, 12kg"       ,                                         , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/pd-canine-metabolic-plus-mobility-with-chicken-dry                                      , Metabolic + Mobility Dog Food                                                   , Metabolic + Mobility Dog Food                                                   ,                ,                                 , with Chicken                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , "1.5kg, 4kg, 12kg"       ,                                         ,                       ,          , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  ,                                                                                                                                                                                      , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/ve-canine-vetessentials-adult-mini-dry                                                  , Multi-Benefit + Dental Adult 1+ Small & Mini Dry Dog Food                       , Multi-Benefit + Dental Adult 1+ Small & Mini Dry Dog Food                       ,                ,                                 , "Additional Info:At Hill's, we study pets' biology to understand how nutrition impacts their health.EachHill's VET ESSENTIALSmulti-benefitnutrition is uniquely formulated to proactively help support your pet's healthy future and is available exclusively from your veterinarian. High-quality nutrition, along with regular exercise and veterinary checkups, maximises your pet's potential for a happy, healthy future.Made in Europe with global ingredients you can trust.Not Artificially Preserved. No Synthetic Colours. No Artificial s.We manufacture our pet foods with the highest quality ingredients. These ingredients must meet our strict requirements for purity and nutrient content.You can make a difference in the lives of shelter pets. We are proud to have helped 12 Million shelter pets worldwide to find their forever home — and counting. Learn more atwww.hillspet.co.uk/shelter-program.100% Satisfaction Guarantee: We're confident your pet will enjoyHill's VET ESSENTIALSfoods. We're so confident that we offer a 100% money-back guarantee.*"           , "650g, 2kg, 7kg"         , Small Breed                             , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  , Puppies and pregnant or nursing dogs.                                                                                                                                                , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
https://www.hillspet.co.uk/dog-food/ve-canine-vetessentials-canine-adult-dry                                                , Multi-Benefit + Dental Adult 1+ Medium And Large Breed Dry Dog Food             , Multi-Benefit + Dental Adult 1+ Medium And Large Breed Dry Dog Food             ,                ,                                 , "Additional Info:At Hill's, we study pets' biology to understand how nutrition impacts their health.EachHill's VET ESSENTIALSmulti-benefitnutrition is uniquely formulated to proactively help support your pet's healthy future and is available exclusively from your veterinarian. High-quality nutrition, along with regular exercise and veterinary checkups, maximises your pet's potential for a happy, healthy future.Made in Europe with global ingredients you can trust.Not Artificially Preserved. No Synthetic Colours. No Artificial s.We manufacture our pet foods with the highest quality ingredients. These ingredients must meet our strict requirements for purity and nutrient content.You can make a difference in the lives of shelter pets. We are proud to have helped 12 Million shelter pets worldwide to find their forever home — and counting. Learn more atwww.hillspet.co.uk/shelter-program.100% Satisfaction Guarantee: We're confident your pet will enjoyHill's VET ESSENTIALSfoods. We're so confident that we offer a 100% money-back guarantee.*"           , "700g, 2kg, 10kg, 13kg"  , "Medium Breed, Large Breed"             , Adult                 , Dry Food , Prescription Diet; Science Plan; Vet Essentials; Treats,                                                                                                                                                                                  , Puppies and pregnant or nursing dogs.                                                                                                                                                , Hill’s leads the way in combining natural ingredients with cutting-edge science to help your dog lead a long and healthy life., Mix increasing amounts of your pet’s new food with decreasing amounts of the old food over a 7-day period.More Feeding Tips, 
