    , Breed                     , Disease_x                                           , Count        , Disorder                                                   , Disease_y
 847, staffordshire bull terrier, Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Hip dysplasia
 848, staffordshire bull terrier, Гепатопатии                                         , 0            , Inherited respiratory disorders                            , brachycephalic syndrome
 849, staffordshire bull terrier, Гепатопатии                                         , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
 850, rottweiler                , Гепатопатии                                         , 0            , Inherited blood disorders                                  , Histiocytosis
 851, rottweiler                , Гепатопатии                                         , 0            , Inherited cardiovascular disorders                         , Subaortic stenosis
 852, rottweiler                , Гепатопатии                                         , 0            , Inherited disorders of the urinary and reproductive systems, Familial kidney disease
 853, rottweiler                , Гепатопатии                                         , 0            , Inherited endocrine disorders                              , Hyperadrenocorticism (Cushing's syndrome)
 854, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Cataracts
 855, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Entropion
 856, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Microphthalmia; ocular dysgenesis
 857, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Retinal dysplasia
 858, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Corneal dystrophy
 859, rottweiler                , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
 860, rottweiler                , Гепатопатии                                         , 0            , Inherited gastrointestinal disorders                       , Gastric dilatation-volvulus
 861, rottweiler                , Гепатопатии                                         , 0            , Inherited gastrointestinal disorders                       , Pancreatitis
 862, rottweiler                , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Cervical vertebral instability (Wobbler syndrome)
 863, rottweiler                , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Elbow dysplasia - OCD of the elbow
 864, rottweiler                , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Hemivertebra
 865, rottweiler                , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Hip dysplasia
 866, rottweiler                , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , X-linked muscular dystrophy
 867, rottweiler                , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Deafness
 868, rottweiler                , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Leukodystrophies
 869, rottweiler                , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Neuroaxonal dystrophy
 870, rottweiler                , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Cervical vertebral instability (Wobbler syndrome)
 871, rottweiler                , Гепатопатии                                         , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
 872, rottweiler                , Гепатопатии                                         , 0            , Inherited skin disorders                                   , vitiligo
 873, labrador retriever        , Гепатопатии                                         , 0            , Inherited blood disorders                                  , Hemophilia
 874, labrador retriever        , Гепатопатии                                         , 0            , Inherited blood disorders                                  , Lymphedema
 875, labrador retriever        , Гепатопатии                                         , 0            , Inherited cardiovascular disorders                         , Portosystemic shunt
 876, labrador retriever        , Гепатопатии                                         , 0            , Inherited cardiovascular disorders                         , Tricuspid valve dysplasia
 877, labrador retriever        , Гепатопатии                                         , 0            , Inherited disorders of the urinary and reproductive systems, Fanconi syndrome
 878, labrador retriever        , Гепатопатии                                         , 0            , Inherited endocrine disorders                              , Diabetes mellitus
 879, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Cataracts
 880, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Ectropion
 881, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Entropion
 882, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Microphthalmia; ocular dysgenesis
 883, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Persistent pupillary membranes (PPM)
 884, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Retinal dysplasia
 885, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Corneal dystrophy
 886, labrador retriever        , Гепатопатии                                         , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
 887, labrador retriever        , Гепатопатии                                         , 0            , Inherited gastrointestinal disorders                       , Cleft lip/palate
 888, labrador retriever        , Гепатопатии                                         , 0            , Inherited gastrointestinal disorders                       , Gastric dilatation-volvulus
 889, labrador retriever        , Гепатопатии                                         , 0            , Inherited gastrointestinal disorders                       , Portosystemic shunt
 890, labrador retriever        , Гепатопатии                                         , 0            , Inherited immune disorders                                 , Atopy
 891, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Cervical vertebral instability (Wobbler syndrome)
 892, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Elbow dysplasia - OCD of the elbow
 893, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Hereditary myopathy - Labrador retriever/Bouviers des Flandres myopathy
 894, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Hip dysplasia
 895, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Osteochondrodysplasia - skeletal dwarfism
 896, labrador retriever        , Гепатопатии                                         , 0            , Inherited musculoskeletal disorders                        , Panosteitis
 897, labrador retriever        , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Cerebellar abiotrophy(ataxia)
 898, labrador retriever        , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Idiopathic epilepsy
 899, labrador retriever        , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Leukodystrophies
 900, labrador retriever        , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Neuroaxonal dystrophy
 901, labrador retriever        , Гепатопатии                                         , 0            , Inherited nervous system disorders                         , Cervical vertebral instability (Wobbler syndrome)
 902, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , acral lick dermatitis (lick granuloma)
 903, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , Atopy
 904, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , Lymphedema
 905, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , sebaceous adenitis
 906, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , seborrhea
 907, labrador retriever        , Гепатопатии                                         , 0            , Inherited skin disorders                                   , vitamin A-responsive dermatosis
 908, yorkshire terrier         , ХБП                                                 , 13           , Inherited cardiovascular disorders                         , Patent ductus arteriosus (PDA)
 909, yorkshire terrier         , ХБП                                                 , 13           , Inherited cardiovascular disorders                         , Portosystemic shunt
 910, yorkshire terrier         , ХБП                                                 , 13           , Inherited disorders of the urinary and reproductive systems, "Cryptorchidism, retained testicle"
 911, yorkshire terrier         , ХБП                                                 , 13           , Inherited disorders of the urinary and reproductive systems, Urolithiasis (stones)
 912, yorkshire terrier         , ХБП                                                 , 13           , Inherited endocrine disorders                              , Hyperadrenocorticism (Cushing's syndrome)
 913, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , Cataracts
 914, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , Entropion
 915, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , "Keratoconjunctivitis sicca (KCS) - ""dry eye"""
 916, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , Retinal dysplasia
 917, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , Corneal dystrophy
 918, yorkshire terrier         , ХБП                                                 , 13           , Inherited eye disorders                                    , Progressive retinal atrophy
 919, yorkshire terrier         , ХБП                                                 , 13           , Inherited gastrointestinal disorders                       , Portosystemic shunt
 920, yorkshire terrier         , ХБП                                                 , 13           , Inherited musculoskeletal disorders                        , Patellar luxation
 921, yorkshire terrier         , ХБП                                                 , 13           , Inherited nervous system disorders                         , Hydrocephalus
 922, yorkshire terrier         , ХБП                                                 , 13           , Inherited nervous system disorders                         , Shaker dog syndrome
 923, yorkshire terrier         , ХБП                                                 , 13           , Inherited respiratory disorders                            , tracheal collapse
 924, yorkshire terrier         , ХБП                                                 , 13           , Inherited skin disorders                                   , colour dilution alopecia
 925, yorkshire terrier         , ХБП                                                 , 13           , Inherited skin disorders                                   , congenital hypotrichosis
 926, yorkshire terrier         , ХБП                                                 , 13           , Inherited skin disorders                                   , dermoid sinus
 927, german shepherd dog       , ХБП                                                 , 5            ,                                                            , 
 928, russian toy               , ХБП                                                 , 4            ,                                                            , 
 929, chihuahua                 , ХБП                                                 , 0            , Inherited blood disorders                                  , Hemophilia
 930, chihuahua                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Mitral valve dysplasia
 931, chihuahua                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Patent ductus arteriosus (PDA)
 932, chihuahua                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Pulmonic stenosis
 933, chihuahua                 , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, "Cryptorchidism, retained testicle"
 934, chihuahua                 , ХБП                                                 , 0            , Inherited eye disorders                                    , "Keratoconjunctivitis sicca (KCS) - ""dry eye"""
 935, chihuahua                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Corneal dystrophy
 936, chihuahua                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Glaucoma
 937, chihuahua                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
 938, chihuahua                 , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Patellar luxation
 939, chihuahua                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Chiari-like malformation (CM) and syringomyelia (SM)
 940, chihuahua                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Hydrocephalus
 941, chihuahua                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Neuroaxonal dystrophy
 942, chihuahua                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Spina bifida
 943, chihuahua                 , ХБП                                                 , 0            , Inherited skin disorders                                   , colour dilution alopecia
 944, chihuahua                 , ХБП                                                 , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
 945, chihuahua                 , ХБП                                                 , 0            , Inherited skin disorders                                   , pattern baldness
 946, german spitz              , ХБП                                                 , 0            ,                                                            , 
 947, pomeranian                , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Patent ductus arteriosus (PDA)
 948, pomeranian                , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Sick sinus syndrome
 949, pomeranian                , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, "Cryptorchidism, retained testicle"
 950, pomeranian                , ХБП                                                 , 0            , Inherited endocrine disorders                              , Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis
 951, pomeranian                , ХБП                                                 , 0            , Inherited endocrine disorders                              , Hypothyroidism
 952, pomeranian                , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
 953, pomeranian                , ХБП                                                 , 0            , Inherited eye disorders                                    , Entropion
 954, pomeranian                , ХБП                                                 , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
 955, pomeranian                , ХБП                                                 , 0            , Inherited immune disorders                                 , Cyclic hematopoiesis
 956, pomeranian                , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Patellar luxation
 957, pomeranian                , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Intervertebral disk disease
 958, pomeranian                , ХБП                                                 , 0            , Inherited nervous system disorders                         , Hydrocephalus
 959, pomeranian                , ХБП                                                 , 0            , Inherited nervous system disorders                         , Intervertebral disk disease
 960, pomeranian                , ХБП                                                 , 0            , Inherited respiratory disorders                            , tracheal collapse
 961, pomeranian                , ХБП                                                 , 0            , Inherited skin disorders                                   , Growth hormone-responsive dermatosis; adrenal sex hormone responsive dermatosis
 962, pomeranian                , ХБП                                                 , 0            , Inherited skin disorders                                   , sebaceous adenitis
 963, central asian shepherd dog, ХБП                                                 , 1            ,                                                            , 
 964, siberian husky            , ХБП                                                 , 4            , Inherited blood disorders                                  , Hemophilia
 965, siberian husky            , ХБП                                                 , 4            , Inherited cardiovascular disorders                         , Tetralogy of Fallot
 966, siberian husky            , ХБП                                                 , 4            , Inherited cardiovascular disorders                         , Ventricular septal defect (VSD)
 967, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Cataracts
 968, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Entropion
 969, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Pannus - chronic superficial keratitis
 970, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Corneal dystrophy
 971, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Glaucoma
 972, siberian husky            , ХБП                                                 , 4            , Inherited eye disorders                                    , Progressive retinal atrophy
 973, siberian husky            , ХБП                                                 , 4            , Inherited immune disorders                                 , "Lupus erythematosus (systemic, cutaneous/discoid)"
 974, siberian husky            , ХБП                                                 , 4            , Inherited musculoskeletal disorders                        , Hip dysplasia
 975, siberian husky            , ХБП                                                 , 4            , Inherited nervous system disorders                         , Degenerative myelopathy
 976, siberian husky            , ХБП                                                 , 4            , Inherited nervous system disorders                         , Laryngeal paralysis
 977, siberian husky            , ХБП                                                 , 4            , Inherited nervous system disorders                         , Idiopathic epilepsy
 978, siberian husky            , ХБП                                                 , 4            , Inherited respiratory disorders                            , Laryngeal paralysis
 979, siberian husky            , ХБП                                                 , 4            , Inherited skin disorders                                   , Follicular dysplasias
 980, siberian husky            , ХБП                                                 , 4            , Inherited skin disorders                                   , "Lupus erythematosus (systemic, cutaneous/discoid)"
 981, siberian husky            , ХБП                                                 , 4            , Inherited skin disorders                                   , zinc-responsive dermatosis
 982, pug                       , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Sick sinus syndrome
 983, pug                       , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
 984, pug                       , ХБП                                                 , 0            , Inherited eye disorders                                    , Entropion
 985, pug                       , ХБП                                                 , 0            , Inherited eye disorders                                    , "Exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)"
 986, pug                       , ХБП                                                 , 0            , Inherited eye disorders                                    , "Keratoconjunctivitis sicca (KCS) - ""dry eye"""
 987, pug                       , ХБП                                                 , 0            , Inherited immune disorders                                 , Atopy
 988, pug                       , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Hemivertebra
 989, pug                       , ХБП                                                 , 0            , Inherited nervous system disorders                         , Meningitis
 990, pug                       , ХБП                                                 , 0            , Inherited nervous system disorders                         , Spina bifida
 991, pug                       , ХБП                                                 , 0            , Inherited respiratory disorders                            , brachycephalic syndrome
 992, pug                       , ХБП                                                 , 0            , Inherited skin disorders                                   , Atopy
 993, pug                       , ХБП                                                 , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
 994, pug                       , ХБП                                                 , 0            , Inherited skin disorders                                   , Fold dermatitis/pyoderma
 995, french bulldog            , ХБП                                                 , 0            , Inherited blood disorders                                  , Hemophilia
 996, french bulldog            , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
 997, french bulldog            , ХБП                                                 , 0            , Inherited eye disorders                                    , Entropion
 998, french bulldog            , ХБП                                                 , 0            , Inherited gastrointestinal disorders                       , Cleft lip/palate
 999, french bulldog            , ХБП                                                 , 0            , Inherited gastrointestinal disorders                       , Histiocytic ulcerative colitis
1000, french bulldog            , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Hemivertebra
1001, french bulldog            , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Intervertebral disk disease
1002, french bulldog            , ХБП                                                 , 0            , Inherited nervous system disorders                         , Intervertebral disk disease
1003, french bulldog            , ХБП                                                 , 0            , Inherited respiratory disorders                            , brachycephalic syndrome
1004, pekingese                 , ХБП                                                 , 1            , Inherited cardiovascular disorders                         , Mitral valve dysplasia
1005, pekingese                 , ХБП                                                 , 1            , Inherited disorders of the urinary and reproductive systems, "Cryptorchidism, retained testicle"
1006, pekingese                 , ХБП                                                 , 1            , Inherited eye disorders                                    , Cataracts
1007, pekingese                 , ХБП                                                 , 1            , Inherited eye disorders                                    , Entropion
1008, pekingese                 , ХБП                                                 , 1            , Inherited eye disorders                                    , "Exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)"
1009, pekingese                 , ХБП                                                 , 1            , Inherited eye disorders                                    , "Keratoconjunctivitis sicca (KCS) - ""dry eye"""
1010, pekingese                 , ХБП                                                 , 1            , Inherited eye disorders                                    , Progressive retinal atrophy
1011, pekingese                 , ХБП                                                 , 1            , Inherited gastrointestinal disorders                       , Cleft lip/palate
1012, pekingese                 , ХБП                                                 , 1            , Inherited musculoskeletal disorders                        , Patellar luxation
1013, pekingese                 , ХБП                                                 , 1            , Inherited musculoskeletal disorders                        , Intervertebral disk disease
1014, pekingese                 , ХБП                                                 , 1            , Inherited nervous system disorders                         , Hydrocephalus
1015, pekingese                 , ХБП                                                 , 1            , Inherited nervous system disorders                         , Intervertebral disk disease
1016, pekingese                 , ХБП                                                 , 1            , Inherited respiratory disorders                            , brachycephalic syndrome
1017, pekingese                 , ХБП                                                 , 1            , Inherited skin disorders                                   , Fold dermatitis/pyoderma
1018, dachshund                 , ХБП                                                 , 0            , Inherited blood disorders                                  , Histiocytoma
1019, dachshund                 , ХБП                                                 , 0            , Inherited blood disorders                                  , Pyruvate kinase (PK) deficiency
1020, dachshund                 , ХБП                                                 , 0            , Inherited blood disorders                                  , von Willebrand's disease
1021, dachshund                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Mitral valve dysplasia
1022, dachshund                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Portosystemic shunt
1023, dachshund                 , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Sick sinus syndrome
1024, dachshund                 , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, "Cryptorchidism, retained testicle"
1025, dachshund                 , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, Urolithiasis (stones)
1026, dachshund                 , ХБП                                                 , 0            , Inherited endocrine disorders                              , Hyperadrenocorticism (Cushing's syndrome)
1027, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
1028, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Dermoids
1029, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , "Keratoconjunctivitis sicca (KCS) - ""dry eye"""
1030, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Microphthalmia; ocular dysgenesis
1031, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Optic nerve hypoplasia and micropapilla
1032, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Pannus - chronic superficial keratitis
1033, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Corneal dystrophy
1034, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Glaucoma
1035, dachshund                 , ХБП                                                 , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
1036, dachshund                 , ХБП                                                 , 0            , Inherited gastrointestinal disorders                       , Cleft lip/palate
1037, dachshund                 , ХБП                                                 , 0            , Inherited gastrointestinal disorders                       , Portosystemic shunt
1038, dachshund                 , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Elbow dysplasia - OCD of the elbow
1039, dachshund                 , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Intervertebral disk disease
1040, dachshund                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Deafness
1041, dachshund                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Idiopathic epilepsy
1042, dachshund                 , ХБП                                                 , 0            , Inherited nervous system disorders                         , Intervertebral disk disease
1043, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , acanthosis nigricans
1044, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , colour dilution alopecia
1045, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , Cutaneous asthenia (Ehlers-Danlos syndrome)
1046, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
1047, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , Follicular dysplasias
1048, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , pattern baldness
1049, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , sebaceous adenitis
1050, dachshund                 , ХБП                                                 , 0            , Inherited skin disorders                                   , seborrhea
1051, cocker spaniel            , ХБП                                                 , 0            ,                                                            , 
1052, american pit bull terrier , ХБП                                                 , 0            , Inherited endocrine disorders                              , Hypothyroidism
1053, american pit bull terrier , ХБП                                                 , 0            , Inherited gastrointestinal disorders                       , Cleft lip/palate
1054, american pit bull terrier , ХБП                                                 , 0            , Inherited immune disorders                                 , Atopy
1055, american pit bull terrier , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Hip dysplasia
1056, american pit bull terrier , ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Patellar luxation
1057, american pit bull terrier , ХБП                                                 , 0            , Inherited skin disorders                                   , Atopy
1058, american pit bull terrier , ХБП                                                 , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
1059, american pit bull terrier , ХБП                                                 , 0            , Inherited skin disorders                                   , ichthyosis
1060, american pit bull terrier , ХБП                                                 , 0            , Inherited skin disorders                                   , zinc-responsive dermatosis
1061, jack russell terrier      , ХБП                                                 , 0            ,                                                            , 
1062, poodle                    , ХБП                                                 , 0            ,                                                            , 
1063, russian spaniel           , ХБП                                                 , 0            ,                                                            , 
1064, miniature pinscher        , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Mitral valve dysplasia
1065, miniature pinscher        , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, Disorders of sexual development - sexual reversal
1066, miniature pinscher        , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
1067, miniature pinscher        , ХБП                                                 , 0            , Inherited eye disorders                                    , Corneal dystrophy
1068, miniature pinscher        , ХБП                                                 , 0            , Inherited eye disorders                                    , Progressive retinal atrophy
1069, miniature pinscher        , ХБП                                                 , 0            , Inherited skin disorders                                   , colour dilution alopecia
1070, miniature pinscher        , ХБП                                                 , 0            , Inherited skin disorders                                   , sebaceous adenitis
1071, maltipoo                  , ХБП                                                 , 0            ,                                                            , 
1072, chinese shar-pei          , ХБП                                                 , 0            ,                                                            , 
1073, staffordshire bull terrier, ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
1074, staffordshire bull terrier, ХБП                                                 , 0            , Inherited musculoskeletal disorders                        , Hip dysplasia
1075, staffordshire bull terrier, ХБП                                                 , 0            , Inherited respiratory disorders                            , brachycephalic syndrome
1076, staffordshire bull terrier, ХБП                                                 , 0            , Inherited skin disorders                                   , Demodicosis/ Demodectic mange
1077, rottweiler                , ХБП                                                 , 0            , Inherited blood disorders                                  , Histiocytosis
1078, rottweiler                , ХБП                                                 , 0            , Inherited cardiovascular disorders                         , Subaortic stenosis
1079, rottweiler                , ХБП                                                 , 0            , Inherited disorders of the urinary and reproductive systems, Familial kidney disease
1080, rottweiler                , ХБП                                                 , 0            , Inherited endocrine disorders                              , Hyperadrenocorticism (Cushing's syndrome)
1081, rottweiler                , ХБП                                                 , 0            , Inherited eye disorders                                    , Cataracts
